time,location,water_level
2020/04/03/11,宜昌,1.82
2020/04/03/11,枝江,0.89
2020/04/03/11,沙市,-0.17
2020/04/03/11,监利,5.44
2020/04/03/11,城陵矶,8.5
2020/04/03/11,汉口,7.75
2020/04/03/11,黄石,7.3
2020/04/03/11,九江,6.84
2020/04/03/11,安庆,6.16
2020/04/03/11,芜湖,3.98
2020/04/03/11,南京,2.95
2020/04/03/11,镇江,2.15
2020/04/03/11,湘江长沙,31.48
2020/04/04/11,宜宾,1.69
2020/04/04/11,泸州(二郎滩),1.8
2020/04/04/11,北碚,0.88
2020/04/04/11,重庆,6
2020/04/04/11,寸滩,165.87
2020/04/04/11,涪陵(清溪场),164.93
2020/04/04/11,万州,165.11
2020/04/04/11,茅坪,164.66
2020/04/04/11,宜昌,1.78
2020/04/04/11,枝江,0.84
2020/04/04/11,沙市,-0.15
2020/04/04/11,监利,5.45
2020/04/04/11,城陵矶,8.51
2020/04/04/11,汉口,7.82
2020/04/04/11,黄石,7.56
2020/04/04/11,九江,7.05
2020/04/04/11,安庆,6.35
2020/04/04/11,芜湖,4.12
2020/04/04/11,南京,3.16
2020/04/04/11,镇江,2.4
2020/04/04/11,湘江长沙,32.33
2020/04/05/11,宜宾,1.63
2020/04/05/11,泸州(二郎滩),1.67
2020/04/05/11,北碚,0.99
2020/04/05/11,重庆,6.02
2020/04/05/11,寸滩,165.86
2020/04/05/11,涪陵(清溪场),164.9
2020/04/05/11,万州,165.09
2020/04/05/11,茅坪,164.64
2020/04/05/11,宜昌,1.71
2020/04/05/11,枝江,0.78
2020/04/05/11,沙市,-0.21
2020/04/05/11,监利,6.5
2020/04/05/11,城陵矶,8.73
2020/04/05/11,汉口,7.93
2020/04/05/11,黄石,7.6
2020/04/05/11,九江,7.23
2020/04/05/11,安庆,6.55
2020/04/05/11,芜湖,4.31
2020/04/05/11,南京,3.55
2020/04/05/11,镇江,2.87
2020/04/05/11,湘江长沙,33.23
2020/04/06/11,宜宾,1.9
2020/04/06/11,泸州(二郎滩),1.8
2020/04/06/11,北碚,1.92
2020/04/06/11,重庆,5.76
2020/04/06/11,寸滩,165.6
2020/04/06/11,涪陵(清溪场),164.8
2020/04/06/11,万州,164.96
2020/04/06/11,茅坪,164.53
2020/04/06/11,宜昌,1.66
2020/04/06/11,枝江,0.83
2020/04/06/11,沙市,-0.15
2020/04/06/11,监利,5.61
2020/04/06/11,城陵矶,8.94
2020/04/06/11,汉口,8.11
2020/04/06/11,黄石,7.76
2020/04/06/11,九江,7.42
2020/04/06/11,安庆,6.77
2020/04/06/11,芜湖,4.42
2020/04/06/11,南京,3.76
2020/04/06/11,镇江,3.04
2020/04/06/11,湘江长沙,32.58
2020/04/07/11,宜宾,2
2020/04/07/11,泸州(二郎滩),1.8
2020/04/07/11,北碚,-0.2
2020/04/07/11,重庆,5.64
2020/04/07/11,寸滩,165.51
2020/04/07/11,涪陵(清溪场),164.69
2020/04/07/11,万州,164.92
2020/04/07/11,茅坪,164.5
2020/04/07/11,宜昌,1.69
2020/04/07/11,枝江,0.87
2020/04/07/11,沙市,-0.1
2020/04/07/11,监利,5.7
2020/04/07/11,城陵矶,9.03
2020/04/07/11,汉口,8.27
2020/04/07/11,黄石,7.94
2020/04/07/11,九江,7.57
2020/04/07/11,安庆,6.95
2020/04/07/11,芜湖,4.5
2020/04/07/11,南京,4.02
2020/04/07/11,镇江,3.44
2020/04/07/11,湘江长沙,31.86
2020/04/08/11,宜宾,2.03
2020/04/08/11,泸州(二郎滩),2
2020/04/08/11,北碚,2.13
2020/04/08/11,重庆,5.28
2020/04/08/11,寸滩,165.56
2020/04/08/11,涪陵(清溪场),164.46
2020/04/08/11,万州,164.63
2020/04/08/11,茅坪,164.2
2020/04/08/11,宜昌,2
2020/04/08/11,枝江,1.02
2020/04/08/11,沙市,-0.04
2020/04/08/11,监利,5.7
2020/04/08/11,城陵矶,8.94
2020/04/08/11,汉口,8.31
2020/04/08/11,黄石,8.05
2020/04/08/11,九江,7.69
2020/04/08/11,安庆,7.08
2020/04/08/11,芜湖,4.64
2020/04/08/11,南京,4.22
2020/04/08/11,镇江,3.76
2020/04/08/11,湘江长沙,31.65
2020/04/09/11,宜宾,1.61
2020/04/09/11,泸州(二郎滩),1.7
2020/04/09/11,北碚,-0.25
2020/04/09/11,重庆,5.31
2020/04/09/11,寸滩,165.18
2020/04/09/11,涪陵(清溪场),164.24
2020/04/09/11,万州,164.44
2020/04/09/11,茅坪,164.06
2020/04/09/11,宜昌,1.98
2020/04/09/11,枝江,1
2020/04/09/11,沙市,0.01
2020/04/09/11,监利,5.69
2020/04/09/11,城陵矶,8.78
2020/04/09/11,汉口,8.26
2020/04/09/11,黄石,8.06
2020/04/09/11,九江,7.72
2020/04/09/11,安庆,7.19
2020/04/09/11,芜湖,4.79
2020/04/09/11,南京,4.32
2020/04/09/11,镇江,4.13
2020/04/09/11,湘江长沙,31.21
2020/04/10/11,宜宾,1.26
2020/04/10/11,泸州(二郎滩),1.3
2020/04/10/11,北碚,-0.19
2020/04/10/11,重庆,5.01
2020/04/10/11,寸滩,164.82
2020/04/10/11,涪陵(清溪场),163.99
2020/04/10/11,万州,164.17
2020/04/10/11,茅坪,163.75
2020/04/10/11,宜昌,1.99
2020/04/10/11,枝江,1.04
2020/04/10/11,沙市,0.02
2020/04/10/11,监利,5.59
2020/04/10/11,城陵矶,8.53
2020/04/10/11,汉口,8.1
2020/04/10/11,黄石,7.97
2020/04/10/11,九江,7.69
2020/04/10/11,安庆,7.23
2020/04/10/11,芜湖,4.91
2020/04/10/11,南京,4.15
2020/04/10/11,镇江,4.33
2020/04/10/11,湘江长沙,31.11
2020/04/11/11,宜宾,1.02
2020/04/11/11,泸州(二郎滩),1.18
2020/04/11/11,北碚,-0.32
2020/04/11/11,重庆,4.53
2020/04/11/11,寸滩,164.39
2020/04/11/11,涪陵(清溪场),163.66
2020/04/11/11,万州,163.88
2020/04/11/11,茅坪,163.47
2020/04/11/11,宜昌,2.17
2020/04/11/11,枝江,1.08
2020/04/11/11,沙市,0.05
2020/04/11/11,监利,5.46
2020/04/11/11,城陵矶,8.22
2020/04/11/11,汉口,7.78
2020/04/11/11,黄石,7.77
2020/04/11/11,九江,7.54
2020/04/11/11,安庆,7.15
2020/04/11/11,芜湖,5.12
2020/04/11/11,南京,3.79
2020/04/11/11,镇江,4.17
2020/04/11/11,湘江长沙,31.17
2020/04/12/11,宜宾,1.02
2020/04/12/11,泸州(二郎滩),1
2020/04/12/11,北碚,0.88
2020/04/12/11,重庆,4.18
2020/04/12/11,寸滩,164.17
2020/04/12/11,涪陵(清溪场),163.25
2020/04/12/11,万州,163.47
2020/04/12/11,茅坪,163.05
2020/04/12/11,宜昌,2.02
2020/04/12/11,枝江,1.12
2020/04/12/11,沙市,0.08
2020/04/12/11,监利,5.4
2020/04/12/11,城陵矶,8.06
2020/04/12/11,汉口,7.59
2020/04/12/11,黄石,7.52
2020/04/12/11,九江,7.38
2020/04/12/11,安庆,7.02
2020/04/12/11,芜湖,4.81
2020/04/12/11,南京,3.59
2020/04/12/11,镇江,3.7
2020/04/12/11,湘江长沙,31.9
2020/04/13/11,宜宾,0.95
2020/04/13/11,泸州(二郎滩),1
2020/04/13/11,北碚,-0.32
2020/04/13/11,重庆,3.64
2020/04/13/11,寸滩,163.58
2020/04/13/11,涪陵(清溪场),162.8
2020/04/13/11,万州,163.05
2020/04/13/11,茅坪,162.64
2020/04/13/11,宜昌,2.12
2020/04/13/11,枝江,1.1
2020/04/13/11,沙市,0.08
2020/04/13/11,监利,5.35
2020/04/13/11,城陵矶,7.97
2020/04/13/11,汉口,7.45
2020/04/13/11,黄石,7.38
2020/04/13/11,九江,7.25
2020/04/13/11,安庆,6.86
2020/04/13/11,芜湖,4.62
2020/04/13/11,南京,3.44
2020/04/13/11,镇江,3.36
2020/04/13/11,湘江长沙,31.69
2020/04/14/11,宜宾,1.25
2020/04/14/11,泸州(二郎滩),0.92
2020/04/14/11,北碚,1.56
2020/04/14/11,重庆,3.55
2020/04/14/11,寸滩,163.37
2020/04/14/11,涪陵(清溪场),162.34
2020/04/14/11,万州,162.59
2020/04/14/11,茅坪,162.26
2020/04/14/11,宜昌,2.15
2020/04/14/11,枝江,1.12
2020/04/14/11,沙市,0.1
2020/04/14/11,监利,5.32
2020/04/14/11,城陵矶,7.83
2020/04/14/11,汉口,7.36
2020/04/14/11,黄石,7.26
2020/04/14/11,九江,7.14
2020/04/14/11,安庆,6.74
2020/04/14/11,芜湖,4.55
2020/04/14/11,南京,3.46
2020/04/14/11,镇江,2.66
2020/04/14/11,湘江长沙,31.1
2020/04/15/11,宜宾,0.99
2020/04/15/11,泸州(二郎滩),1.26
2020/04/15/11,北碚,0.86
2020/04/15/11,重庆,3.35
2020/04/15/11,寸滩,163.07
2020/04/15/11,涪陵(清溪场),161.94
2020/04/15/11,万州,162.25
2020/04/15/11,茅坪,161.8
2020/04/15/11,宜昌,2.15
2020/04/15/11,枝江,1.06
2020/04/15/11,沙市,0.03
2020/04/15/11,监利,5.22
2020/04/15/11,城陵矶,7.61
2020/04/15/11,汉口,7.23
2020/04/15/11,黄石,7.15
2020/04/15/11,九江,7
2020/04/15/11,安庆,6.61
2020/04/15/11,芜湖,4.43
2020/04/15/11,南京,3.36
2020/04/15/11,镇江,2.49
2020/04/15/11,湘江长沙,30.93
2020/04/16/11,宜宾,0.89
2020/04/16/11,泸州(二郎滩),0.7
2020/04/16/11,北碚,-0.27
2020/04/16/11,重庆,3.1
2020/04/16/11,寸滩,162.7
2020/04/16/11,涪陵(清溪场),161.52
2020/04/16/11,万州,161.7
2020/04/16/11,茅坪,161.29
2020/04/16/11,宜昌,2.08
2020/04/16/11,枝江,1.08
2020/04/16/11,沙市,0.02
2020/04/16/11,监利,5.11
2020/04/16/11,城陵矶,7.42
2020/04/16/11,汉口,7.07
2020/04/16/11,黄石,7
2020/04/16/11,九江,6.84
2020/04/16/11,安庆,6.43
2020/04/16/11,芜湖,4.26
2020/04/16/11,南京,3.26
2020/04/16/11,镇江,2.43
2020/04/16/11,湘江长沙,31.01
2020/04/17/11,宜宾,0.71
2020/04/17/11,泸州(二郎滩),0.6
2020/04/17/11,北碚,-0.21
2020/04/17/11,重庆,2.57
2020/04/17/11,寸滩,162.12
2020/04/17/11,涪陵(清溪场),161.05
2020/04/17/11,万州,161.21
2020/04/17/11,茅坪,160.82
2020/04/17/11,宜昌,2.06
2020/04/17/11,枝江,1.01
2020/04/17/11,沙市,-0.02
2020/04/17/11,监利,5
2020/04/17/11,城陵矶,7.2
2020/04/17/11,汉口,6.88
2020/04/17/11,黄石,6.84
2020/04/17/11,九江,6.67
2020/04/17/11,安庆,6.28
2020/04/17/11,芜湖,4.16
2020/04/17/11,南京,3.21
2020/04/17/11,镇江,2.42
2020/04/17/11,湘江长沙,31.07
2020/04/18/11,宜宾,1.05
2020/04/18/11,泸州(二郎滩),0.7
2020/04/18/11,北碚,-0.1
2020/04/18/11,重庆,2.21
2020/04/18/11,寸滩,161.95
2020/04/18/11,涪陵(清溪场),160.59
2020/04/18/11,万州,160.71
2020/04/18/11,茅坪,160.33
2020/04/18/11,宜昌,2.2
2020/04/18/11,枝江,1.12
2020/04/18/11,沙市,-0.03
2020/04/18/11,监利,4.9
2020/04/18/11,城陵矶,7.08
2020/04/18/11,汉口,6.69
2020/04/18/11,黄石,6.65
2020/04/18/11,九江,6.46
2020/04/18/11,安庆,6.09
2020/04/18/11,芜湖,4.07
2020/04/18/11,南京,3.19
2020/04/18/11,镇江,2.63
2020/04/18/11,湘江长沙,30.88
2020/04/19/11,宜宾,0.88
2020/04/19/11,泸州(二郎滩),0.9
2020/04/19/11,北碚,-0.19
2020/04/19/11,重庆,2.28
2020/04/19/11,寸滩,161.7
2020/04/19/11,涪陵(清溪场),160.23
2020/04/19/11,万州,160.36
2020/04/19/11,茅坪,160.02
2020/04/19/11,宜昌,2.2
2020/04/19/11,枝江,1.17
2020/04/19/11,沙市,0.08
2020/04/19/11,监利,4.89
2020/04/19/11,城陵矶,6.99
2020/04/19/11,汉口,6.53
2020/04/19/11,黄石,6.46
2020/04/19/11,九江,6.34
2020/04/19/11,安庆,6.03
2020/04/19/11,芜湖,4.1
2020/04/19/11,南京,3.34
2020/04/19/11,镇江,2.83
2020/04/19/11,湘江长沙,30.88
2020/04/20/11,宜宾,1.3
2020/04/20/11,泸州(二郎滩),1
2020/04/20/11,北碚,0.85
2020/04/20/11,重庆,2.17
2020/04/20/11,寸滩,161.78
2020/04/20/11,涪陵(清溪场),159.91
2020/04/20/11,万州,159.99
2020/04/20/11,茅坪,159.6
2020/04/20/11,宜昌,2.32
2020/04/20/11,枝江,1.19
2020/04/20/11,沙市,0.08
2020/04/20/11,监利,4.88
2020/04/20/11,城陵矶,6.9
2020/04/20/11,汉口,6.39
2020/04/20/11,黄石,6.35
2020/04/20/11,九江,6.21
2020/04/20/11,安庆,5.91
2020/04/20/11,芜湖,3.91
2020/04/20/11,南京,3.31
2020/04/20/11,镇江,2.91
2020/04/20/11,湘江长沙,30.82
2020/04/21/11,宜宾,1.12
2020/04/21/11,泸州(二郎滩),1.1
2020/04/21/11,北碚,0.69
2020/04/21/11,重庆,2.25
2020/04/21/11,寸滩,161.53
2020/04/21/11,涪陵(清溪场),159.58
2020/04/21/11,万州,159.7
2020/04/21/11,茅坪,159.3
2020/04/21/11,宜昌,2.34
2020/04/21/11,枝江,1.12
2020/04/21/11,沙市,0.11
2020/04/21/11,监利,4.88
2020/04/21/11,城陵矶,6.84
2020/04/21/11,汉口,6.28
2020/04/21/11,黄石,6.23
2020/04/21/11,九江,6.09
2020/04/21/11,安庆,5.84
2020/04/21/11,芜湖,3.91
2020/04/21/11,南京,3.58
2020/04/21/11,镇江,3.25
2020/04/21/11,湘江长沙,30.74
2020/04/22/11,宜宾,0.94
2020/04/22/11,泸州(二郎滩),0.64
2020/04/22/11,北碚,1.35
2020/04/22/11,重庆,2.55
2020/04/22/11,寸滩,161.73
2020/04/22/11,涪陵(清溪场),159.29
2020/04/22/11,万州,159.39
2020/04/22/11,茅坪,159.13
2020/04/22/11,宜昌,1.89
2020/04/22/11,枝江,1.12
2020/04/22/11,沙市,0.04
2020/04/22/11,监利,4.87
2020/04/22/11,城陵矶,6.82
2020/04/22/11,汉口,6.22
2020/04/22/11,黄石,6.16
2020/04/22/11,九江,6.03
2020/04/22/11,安庆,5.78
2020/04/22/11,芜湖,3.85
2020/04/22/11,南京,3.52
2020/04/22/11,镇江,3.3
2020/04/22/11,湘江长沙,31.08
2020/04/23/11,宜宾,1.44
2020/04/23/11,泸州(二郎滩),1.1
2020/04/23/11,北碚,1.73
2020/04/23/11,重庆,2.7
2020/04/23/11,寸滩,161.86
2020/04/23/11,涪陵(清溪场),159.17
2020/04/23/11,万州,159.23
2020/04/23/11,茅坪,158.98
2020/04/23/11,宜昌,1.94
2020/04/23/11,枝江,0.98
2020/04/23/11,沙市,-0.2
2020/04/23/11,监利,4.81
2020/04/23/11,城陵矶,6.91
2020/04/23/11,汉口,6.21
2020/04/23/11,黄石,6.1
2020/04/23/11,九江,5.96
2020/04/23/11,安庆,5.7
2020/04/23/11,芜湖,3.75
2020/04/23/11,南京,3.35
2020/04/23/11,镇江,3.31
2020/04/23/11,湘江长沙,31.1
2020/04/24/11,宜宾,2.2
2020/04/24/11,泸州(二郎滩),1.2
2020/04/24/11,北碚,2.15
2020/04/24/11,重庆,3.04
2020/04/24/11,寸滩,162.44
2020/04/24/11,涪陵(清溪场),159.08
2020/04/24/11,万州,159.12
2020/04/24/11,茅坪,158.88
2020/04/24/11,宜昌,1.88
2020/04/24/11,枝江,0.87
2020/04/24/11,沙市,-0.29
2020/04/24/11,监利,4.72
2020/04/24/11,城陵矶,6.87
2020/04/24/11,汉口,6.24
2020/04/24/11,黄石,6.07
2020/04/24/11,九江,5.89
2020/04/24/11,安庆,5.62
2020/04/24/11,芜湖,3.69
2020/04/24/11,南京,3.26
2020/04/24/11,镇江,3.43
2020/04/24/11,湘江长沙,31.04
2020/04/25/11,宜宾,2.37
2020/04/25/11,泸州(二郎滩),1.8
2020/04/25/11,北碚,2.52
2020/04/25/11,重庆,3.57
2020/04/25/11,寸滩,162.62
2020/04/25/11,涪陵(清溪场),159.04
2020/04/25/11,万州,159.08
2020/04/25/11,茅坪,158.82
2020/04/25/11,宜昌,1.6
2020/04/25/11,枝江,0.76
2020/04/25/11,沙市,-0.42
2020/04/25/11,监利,4.62
2020/04/25/11,城陵矶,6.76
2020/04/25/11,汉口,6.22
2020/04/25/11,黄石,6.04
2020/04/25/11,九江,5.82
2020/04/25/11,安庆,5.53
2020/04/25/11,芜湖,3.62
2020/04/25/11,南京,3.04
2020/04/25/11,镇江,3.4
2020/04/25/11,湘江长沙,30.81
2020/04/26/11,宜宾,2.24
2020/04/26/11,泸州(二郎滩),1.4
2020/04/26/11,北碚,2.11
2020/04/26/11,重庆,3.58
2020/04/26/11,寸滩,162.65
2020/04/26/11,涪陵(清溪场),159
2020/04/26/11,万州,159.05
2020/04/26/11,茅坪,158.85
2020/04/26/11,宜昌,1.75
2020/04/26/11,枝江,0.85
2020/04/26/11,沙市,-0.41
2020/04/26/11,监利,4.48
2020/04/26/11,城陵矶,6.54
2020/04/26/11,汉口,6.08
2020/04/26/11,黄石,5.94
2020/04/26/11,九江,5.72
2020/04/26/11,安庆,5.42
2020/04/26/11,芜湖,3.56
2020/04/26/11,南京,2.9
2020/04/26/11,镇江,3.54
2020/04/26/11,湘江长沙,30.75
2020/04/27/11,宜宾,1.95
2020/04/27/11,泸州(二郎滩),1.3
2020/04/27/11,北碚,1.72
2020/04/27/11,重庆,3.35
2020/04/27/11,寸滩,162.41
2020/04/27/11,涪陵(清溪场),158.94
2020/04/27/11,万州,159
2020/04/27/11,茅坪,158.68
2020/04/27/11,宜昌,2.35
2020/04/27/11,枝江,0.92
2020/04/27/11,沙市,-0.4
2020/04/27/11,监利,4.4
2020/04/27/11,城陵矶,6.31
2020/04/27/11,汉口,5.89
2020/04/27/11,黄石,5.81
2020/04/27/11,九江,5.6
2020/04/27/11,安庆,5.4
2020/04/27/11,芜湖,3.66
2020/04/27/11,南京,2.76
2020/04/27/11,镇江,3.38
2020/04/27/11,湘江长沙,30.75
2020/04/28/11,宜宾,1.73
2020/04/28/11,泸州(二郎滩),1.3
2020/04/28/11,北碚,1.06
2020/04/28/11,重庆,2.7
2020/04/28/11,寸滩,161.8
2020/04/28/11,涪陵(清溪场),158.72
2020/04/28/11,万州,158.79
2020/04/28/11,茅坪,158.32
2020/04/28/11,宜昌,2.22
2020/04/28/11,枝江,1.06
2020/04/28/11,沙市,-0.15
2020/04/28/11,监利,4.4
2020/04/28/11,城陵矶,6.1
2020/04/28/11,汉口,5.65
2020/04/28/11,黄石,5.7
2020/04/28/11,九江,5.46
2020/04/28/11,安庆,5.22
2020/04/28/11,芜湖,3.53
2020/04/28/11,南京,2.54
2020/04/28/11,镇江,2.93
2020/04/28/11,湘江长沙,30.7
2020/04/29/11,宜宾,1.32
2020/04/29/11,泸州(二郎滩),1.18
2020/04/29/11,北碚,0.83
2020/04/29/11,重庆,2.68
2020/04/29/11,寸滩,161.75
2020/04/29/11,涪陵(清溪场),158.42
2020/04/29/11,万州,158.47
2020/04/29/11,茅坪,158.08
2020/04/29/11,宜昌,2.26
2020/04/29/11,枝江,1.14
2020/04/29/11,沙市,-0.01
2020/04/29/11,监利,4.45
2020/04/29/11,城陵矶,5.92
2020/04/29/11,汉口,5.45
2020/04/29/11,黄石,5.43
2020/04/29/11,九江,5.29
2020/04/29/11,安庆,5.1
2020/04/29/11,芜湖,3.45
2020/04/29/11,南京,2.52
2020/04/29/11,镇江,2.53
2020/04/29/11,湘江长沙,30.58
2020/04/30/11,宜宾,0.96
2020/04/30/11,泸州(二郎滩),1.21
2020/04/30/11,北碚,0.9
2020/04/30/11,重庆,2.42
2020/04/30/11,寸滩,161.45
2020/04/30/11,涪陵(清溪场),158.02
2020/04/30/11,万州,158.09
2020/04/30/11,茅坪,157.75
2020/04/30/11,宜昌,2.29
2020/04/30/11,枝江,1.17
2020/04/30/11,沙市,0
2020/04/30/11,监利,4.43
2020/04/30/11,城陵矶,5.79
2020/04/30/11,汉口,5.26
2020/04/30/11,黄石,5.24
2020/04/30/11,九江,5.09
2020/04/30/11,安庆,4.91
2020/04/30/11,芜湖,3.26
2020/04/30/11,南京,2.35
2020/04/30/11,镇江,1.99
2020/04/30/11,湘江长沙,30.55
2020/05/01/11,宜宾,1.11
2020/05/01/11,泸州(二郎滩),0.9
2020/05/01/11,北碚,-0.23
2020/05/01/11,重庆,2.09
2020/05/01/11,寸滩,160.91
2020/05/01/11,涪陵(清溪场),157.61
2020/05/01/11,万州,157.72
2020/05/01/11,茅坪,157.51
2020/05/01/11,宜昌,1.49
2020/05/01/11,枝江,1.01
2020/05/01/11,沙市,0
2020/05/01/11,监利,4.37
2020/05/01/11,城陵矶,5.64
2020/05/01/11,汉口,5.09
2020/05/01/11,黄石,5.04
2020/05/01/11,九江,4.86
2020/05/01/11,安庆,4.67
2020/05/01/11,芜湖,3.08
2020/05/01/11,南京,2.26
2020/05/01/11,镇江,1.79
2020/05/01/11,湘江长沙,30.54
2020/05/02/11,宜宾,1.22
2020/05/02/11,泸州(二郎滩),1.2
2020/05/02/11,北碚,1.68
2020/05/02/11,重庆,2.42
2020/05/02/11,寸滩,161.23
2020/05/02/11,涪陵(清溪场),157.4
2020/05/02/11,万州,157.5
2020/05/02/11,茅坪,157.28
2020/05/02/11,宜昌,1.32
2020/05/02/11,枝江,0.44
2020/05/02/11,沙市,-0.7
2020/05/02/11,监利,4.13
2020/05/02/11,城陵矶,5.45
2020/05/02/11,汉口,4.9
2020/05/02/11,黄石,4.86
2020/05/02/11,九江,4.65
2020/05/02/11,安庆,4.44
2020/05/02/11,芜湖,2.96
2020/05/02/11,南京,2.2
2020/05/02/11,镇江,1.79
2020/05/02/11,湘江长沙,30.83
2020/05/03/11,宜宾,1.48
2020/05/03/11,泸州(二郎滩),1.2
2020/05/03/11,北碚,-0.13
2020/05/03/11,重庆,1.72
2020/05/03/11,寸滩,160.5
2020/05/03/11,涪陵(清溪场),157.19
2020/05/03/11,万州,157.32
2020/05/03/11,茅坪,157.09
2020/05/03/11,宜昌,1.23
2020/05/03/11,枝江,0.3
2020/05/03/11,沙市,-1.07
2020/05/03/11,监利,3.72
2020/05/03/11,城陵矶,5.1
2020/05/03/11,汉口,4.68
2020/05/03/11,黄石,4.58
2020/05/03/11,九江,4.41
2020/05/03/11,安庆,4.21
2020/05/03/11,芜湖,2.81
2020/05/03/11,南京,2.22
2020/05/03/11,镇江,1.86
2020/05/03/11,湘江长沙,31.22
2020/05/04/11,宜宾,1.74
2020/05/04/11,泸州(二郎滩),1.2
2020/05/04/11,北碚,0.03
2020/05/04/11,重庆,1.9
2020/05/04/11,寸滩,160.73
2020/05/04/11,涪陵(清溪场),157.04
2020/05/04/11,万州,157.09
2020/05/04/11,茅坪,156.81
2020/05/04/11,宜昌,1.32
2020/05/04/11,枝江,0.37
2020/05/04/11,沙市,-1.12
2020/05/04/11,监利,3.46
2020/05/04/11,城陵矶,4.88
2020/05/04/11,汉口,4.41
2020/05/04/11,黄石,4.36
2020/05/04/11,九江,4.18
2020/05/04/11,安庆,4
2020/05/04/11,芜湖,2.79
2020/05/04/11,南京,2.48
2020/05/04/11,镇江,2.15
2020/05/04/11,湘江长沙,30.94
2020/05/05/11,宜宾,0.65
2020/05/05/11,泸州(二郎滩),1.39
2020/05/05/11,北碚,0.8
2020/05/05/11,重庆,1.81
2020/05/05/11,寸滩,160.5
2020/05/05/11,涪陵(清溪场),156.74
2020/05/05/11,万州,156.89
2020/05/05/11,茅坪,156.64
2020/05/05/11,宜昌,1.37
2020/05/05/11,枝江,0.45
2020/05/05/11,沙市,-1.15
2020/05/05/11,监利,3.36
2020/05/05/11,城陵矶,4.79
2020/05/05/11,汉口,4.19
2020/05/05/11,黄石,4.16
2020/05/05/11,九江,4.03
2020/05/05/11,安庆,3.92
2020/05/05/11,芜湖,2.87
2020/05/05/11,南京,2.84
2020/05/05/11,镇江,2.49
2020/05/05/11,湘江长沙,30.88
2020/05/06/11,宜宾,0.65
2020/05/06/11,泸州(二郎滩),0.66
2020/05/06/11,北碚,-0.1
2020/05/06/11,重庆,2.11
2020/05/06/11,寸滩,161.01
2020/05/06/11,涪陵(清溪场),156.64
2020/05/06/11,万州,156.68
2020/05/06/11,茅坪,156.19
2020/05/06/11,宜昌,1.78
2020/05/06/11,枝江,0.48
2020/05/06/11,沙市,-1.06
2020/05/06/11,监利,3.33
2020/05/06/11,城陵矶,4.77
2020/05/06/11,汉口,4.05
2020/05/06/11,黄石,4.04
2020/05/06/11,九江,3.88
2020/05/06/11,安庆,3.83
2020/05/06/11,芜湖,2.73
2020/05/06/11,南京,2.96
2020/05/06/11,镇江,2.69
2020/05/06/11,湘江长沙,31.01
2020/05/07/11,宜宾,0.65
2020/05/07/11,泸州(二郎滩),1.05
2020/05/07/11,北碚,0.21
2020/05/07/11,重庆,1.32
2020/05/07/11,寸滩,159.93
2020/05/07/11,涪陵(清溪场),156.09
2020/05/07/11,万州,156.21
2020/05/07/11,茅坪,155.69
2020/05/07/11,宜昌,2.4
2020/05/07/11,枝江,1.17
2020/05/07/11,沙市,-0.38
2020/05/07/11,监利,3.49
2020/05/07/11,城陵矶,4.9
2020/05/07/11,汉口,4.03
2020/05/07/11,黄石,3.91
2020/05/07/11,九江,3.78
2020/05/07/11,安庆,3.77
2020/05/07/11,芜湖,2.58
2020/05/07/11,南京,3.24
2020/05/07/11,镇江,3.15
2020/05/07/11,湘江长沙,31.23
2020/05/08/11,宜宾,0.8
2020/05/08/11,泸州(二郎滩),1
2020/05/08/11,北碚,1.19
2020/05/08/11,重庆,2.08
2020/05/08/11,寸滩,160.72
2020/05/08/11,涪陵(清溪场),155.6
2020/05/08/11,万州,155.72
2020/05/08/11,茅坪,155.27
2020/05/08/11,宜昌,2.06
2020/05/08/11,枝江,1.37
2020/05/08/11,沙市,0.11
2020/05/08/11,监利,3.94
2020/05/08/11,城陵矶,5.32
2020/05/08/11,汉口,4.1
2020/05/08/11,黄石,3.87
2020/05/08/11,九江,3.74
2020/05/08/11,安庆,3.77
2020/05/08/11,芜湖,3.16
2020/05/08/11,南京,3.41
2020/05/08/11,镇江,3.62
2020/05/08/11,湘江长沙,30.77
2020/05/09/11,宜宾,0.97
2020/05/09/11,泸州(二郎滩),1.1
2020/05/09/11,北碚,-0.28
2020/05/09/11,重庆,1.18
2020/05/09/11,寸滩,159.55
2020/05/09/11,涪陵(清溪场),155.21
2020/05/09/11,万州,155.29
2020/05/09/11,茅坪,154.88
2020/05/09/11,宜昌,2.11
2020/05/09/11,枝江,1.14
2020/05/09/11,沙市,0.03
2020/05/09/11,监利,4.26
2020/05/09/11,城陵矶,5.71
2020/05/09/11,汉口,4.3
2020/05/09/11,黄石,3.96
2020/05/09/11,九江,3.81
2020/05/09/11,安庆,3.82
2020/05/09/11,芜湖,2.62
2020/05/09/11,南京,2.89
2020/05/09/11,镇江,3.41
2020/05/09/11,湘江长沙,30.72
2020/05/10/11,宜宾,0.55
2020/05/10/11,泸州(二郎滩),0.9
2020/05/10/11,北碚,0.82
2020/05/10/11,重庆,1.5
2020/05/10/11,寸滩,160.01
2020/05/10/11,涪陵(清溪场),154.79
2020/05/10/11,万州,154.98
2020/05/10/11,茅坪,154.78
2020/05/10/11,宜昌,1.09
2020/05/10/11,枝江,1
2020/05/10/11,沙市,-0.07
2020/05/10/11,监利,4.3
2020/05/10/11,城陵矶,5.86
2020/05/10/11,汉口,4.6
