time,location,water_level
2020/10/04/11,城陵矶,12.86
2020/10/04/11,汉口,12.44
2020/10/04/11,黄石,11.89
2020/10/04/11,九江,11.07
2020/10/04/11,安庆,10.15
2020/10/04/11,芜湖,7.11
2020/10/04/11,南京,5.55
2020/10/04/11,镇江,5.1
2020/10/04/11,湘江长沙,31.33
2020/10/05/11,宜宾,7.1
2020/10/05/11,泸州(二郎滩),6.2
2020/10/05/11,北碚,4.63
2020/10/05/11,重庆,14.69
2020/10/05/11,寸滩,174.37
2020/10/05/11,涪陵(清溪场),171.7
2020/10/05/11,万州,170.7
2020/10/05/11,茅坪,170.26
2020/10/05/11,宜昌,4.74
2020/10/05/11,枝江,3.94
2020/10/05/11,沙市,3.52
2020/10/05/11,监利,9.39
2020/10/05/11,城陵矶,12.65
2020/10/05/11,汉口,12.36
2020/10/05/11,黄石,11.8
2020/10/05/11,九江,10.97
2020/10/05/11,安庆,10.01
2020/10/05/11,芜湖,7.03
2020/10/05/11,南京,5.37
2020/10/05/11,镇江,5
2020/10/05/11,湘江长沙,31.59
2020/10/06/11,宜宾,6.1
2020/10/06/11,泸州(二郎滩),6.1
2020/10/06/11,北碚,6.23
2020/10/06/11,重庆,15.7
2020/10/06/11,寸滩,175.38
2020/10/06/11,涪陵(清溪场),172.6
2020/10/06/11,万州,171.69
2020/10/06/11,茅坪,171.04
2020/10/06/11,宜昌,6.43
2020/10/06/11,枝江,5.09
2020/10/06/11,沙市,4.56
2020/10/06/11,监利,9.7
2020/10/06/11,城陵矶,12.59
2020/10/06/11,汉口,12.28
2020/10/06/11,黄石,11.74
2020/10/06/11,九江,10.96
2020/10/06/11,安庆,10.02
2020/10/06/11,芜湖,6.99
2020/10/06/11,南京,5.19
2020/10/06/11,镇江,4.58
2020/10/06/11,湘江长沙,31.69
2020/10/07/11,宜宾,7.7
2020/10/07/11,泸州(二郎滩),6.8
2020/10/07/11,北碚,5.12
2020/10/07/11,重庆,15.49
2020/10/07/11,寸滩,175.23
2020/10/07/11,涪陵(清溪场),172.8
2020/10/07/11,万州,172
2020/10/07/11,茅坪,171.44
2020/10/07/11,宜昌,7.17
2020/10/07/11,枝江,6.12
2020/10/07/11,沙市,5.59
2020/10/07/11,监利,10.19
2020/10/07/11,城陵矶,12.6
2020/10/07/11,汉口,12.24
2020/10/07/11,黄石,11.68
2020/10/07/11,九江,10.92
2020/10/07/11,安庆,9.92
2020/10/07/11,芜湖,6.93
2020/10/07/11,南京,5.14
2020/10/07/11,镇江,4.41
2020/10/07/11,湘江长沙,31.68
2020/10/08/11,宜宾,8.25
2020/10/08/11,泸州(二郎滩),7
2020/10/08/11,北碚,6.86
2020/10/08/11,重庆,16.5
2020/10/08/11,寸滩,176.16
2020/10/08/11,涪陵(清溪场),173.1
2020/10/08/11,万州,172.3
2020/10/08/11,茅坪,171.62
2020/10/08/11,宜昌,7.29
2020/10/08/11,枝江,6.28
2020/10/08/11,沙市,5.88
2020/10/08/11,监利,10.48
2020/10/08/11,城陵矶,12.68
2020/10/08/11,汉口,12.22
2020/10/08/11,黄石,11.64
2020/10/08/11,九江,10.88
2020/10/08/11,安庆,9.87
2020/10/08/11,芜湖,6.92
2020/10/08/11,南京,5.17
2020/10/08/11,镇江,4.24
2020/10/08/11,湘江长沙,31.59
2020/10/09/11,宜宾,8
2020/10/09/11,泸州(二郎滩),7.3
2020/10/09/11,北碚,5.83
2020/10/09/11,重庆,16.55
2020/10/09/11,寸滩,176.21
2020/10/09/11,涪陵(清溪场),173.4
2020/10/09/11,万州,172.52
2020/10/09/11,茅坪,171.94
2020/10/09/11,宜昌,7.22
2020/10/09/11,枝江,6.32
2020/10/09/11,沙市,5.92
2020/10/09/11,监利,10.53
2020/10/09/11,城陵矶,12.72
2020/10/09/11,汉口,12.19
2020/10/09/11,黄石,11.61
2020/10/09/11,九江,10.87
2020/10/09/11,安庆,9.84
2020/10/09/11,芜湖,6.91
2020/10/09/11,南京,5.2
2020/10/09/11,镇江,4.1
2020/10/09/11,湘江长沙,31.56
2020/10/10/11,宜宾,6.6
2020/10/10/11,泸州(二郎滩),6.58
2020/10/10/11,北碚,4.31
2020/10/10/11,重庆,16.2
2020/10/10/11,寸滩,175.91
2020/10/10/11,涪陵(清溪场),173.44
2020/10/10/11,万州,172.9
2020/10/10/11,茅坪,172.14
2020/10/10/11,宜昌,7.17
2020/10/10/11,枝江,6.27
2020/10/10/11,沙市,5.83
2020/10/10/11,监利,10.45
2020/10/10/11,城陵矶,12.68
2020/10/10/11,汉口,12.14
2020/10/10/11,黄石,11.56
2020/10/10/11,九江,10.8
2020/10/10/11,安庆,9.78
2020/10/10/11,芜湖,6.86
2020/10/10/11,南京,5.2
2020/10/10/11,镇江,4.02
2020/10/10/11,湘江长沙,31.7
2020/10/11/11,宜宾,6.1
2020/10/11/11,泸州(二郎滩),6.49
2020/10/11/11,北碚,4.53
2020/10/11/11,重庆,15.73
2020/10/11/11,寸滩,175.5
2020/10/11/11,涪陵(清溪场),173.37
2020/10/11/11,万州,173
2020/10/11/11,茅坪,172.21
2020/10/11/11,宜昌,7.06
2020/10/11/11,枝江,6.15
2020/10/11/11,沙市,5.76
2020/10/11/11,监利,10.44
2020/10/11/11,城陵矶,12.64
2020/10/11/11,汉口,12.08
2020/10/11/11,黄石,11.53
2020/10/11/11,九江,10.73
2020/10/11/11,安庆,9.72
2020/10/11/11,芜湖,6.8
2020/10/11/11,南京,5.16
2020/10/11/11,镇江,3.98
2020/10/11/11,湘江长沙,31.75
2020/10/12/11,宜宾,6.1
2020/10/12/11,泸州(二郎滩),6.2
2020/10/12/11,北碚,4.83
2020/10/12/11,重庆,15.4
2020/10/12/11,寸滩,175.2
2020/10/12/11,涪陵(清溪场),173.2
2020/10/12/11,万州,172.33
2020/10/12/11,茅坪,172.03
2020/10/12/11,宜昌,7.01
2020/10/12/11,枝江,6.12
2020/10/12/11,沙市,5.7
2020/10/12/11,监利,10.31
2020/10/12/11,城陵矶,12.57
2020/10/12/11,汉口,12.02
2020/10/12/11,黄石,11.48
2020/10/12/11,九江,10.63
2020/10/12/11,安庆,9.62
2020/10/12/11,芜湖,6.71
2020/10/12/11,南京,5.14
2020/10/12/11,镇江,4
2020/10/12/11,湘江长沙,31.79
2020/10/13/11,宜宾,6.2
2020/10/13/11,泸州(二郎滩),6.3
2020/10/13/11,北碚,3.99
2020/10/13/11,重庆,15.18
2020/10/13/11,寸滩,174.98
2020/10/13/11,涪陵(清溪场),173
2020/10/13/11,万州,172.4
2020/10/13/11,茅坪,171.87
2020/10/13/11,宜昌,6.88
2020/10/13/11,枝江,5.95
2020/10/13/11,沙市,5.6
2020/10/13/11,监利,10.25
2020/10/13/11,城陵矶,12.45
2020/10/13/11,汉口,11.9
2020/10/13/11,黄石,11.35
2020/10/13/11,九江,10.52
2020/10/13/11,安庆,9.52
2020/10/13/11,芜湖,6.69
2020/10/13/11,南京,5.27
2020/10/13/11,镇江,4.18
2020/10/13/11,湘江长沙,31.73
2020/10/14/11,宜宾,5.8
2020/10/14/11,泸州(二郎滩),6
2020/10/14/11,北碚,4.76
2020/10/14/11,重庆,14.85
2020/10/14/11,寸滩,174.68
2020/10/14/11,涪陵(清溪场),172.72
2020/10/14/11,万州,172.3
2020/10/14/11,茅坪,171.65
2020/10/14/11,宜昌,6.91
2020/10/14/11,枝江,5.87
2020/10/14/11,沙市,5.5
2020/10/14/11,监利,10.11
2020/10/14/11,城陵矶,12.39
2020/10/14/11,汉口,11.79
2020/10/14/11,黄石,11.25
2020/10/14/11,九江,10.44
2020/10/14/11,安庆,9.47
2020/10/14/11,芜湖,6.65
2020/10/14/11,南京,5.32
2020/10/14/11,镇江,4.31
2020/10/14/11,湘江长沙,31.62
2020/10/15/11,宜宾,6
2020/10/15/11,泸州(二郎滩),6.2
2020/10/15/11,北碚,2.66
2020/10/15/11,重庆,14.32
2020/10/15/11,寸滩,174.07
2020/10/15/11,涪陵(清溪场),172.45
2020/10/15/11,万州,171.77
2020/10/15/11,茅坪,171.5
2020/10/15/11,宜昌,6.82
2020/10/15/11,枝江,5.71
2020/10/15/11,沙市,5.39
2020/10/15/11,监利,10.03
2020/10/15/11,城陵矶,12.26
2020/10/15/11,汉口,11.69
2020/10/15/11,黄石,11.14
2020/10/15/11,九江,10.31
2020/10/15/11,安庆,9.87
2020/10/15/11,芜湖,6.61
2020/10/15/11,南京,5.51
2020/10/15/11,镇江,4.6
2020/10/15/11,湘江长沙,31.79
2020/10/16/11,宜宾,5.9
2020/10/16/11,泸州(二郎滩),6.01
2020/10/16/11,北碚,3.88
2020/10/16/11,重庆,14.72
2020/10/16/11,寸滩,174.51
2020/10/16/11,涪陵(清溪场),172.35
2020/10/16/11,万州,172
2020/10/16/11,茅坪,171.32
2020/10/16/11,宜昌,6.4
2020/10/16/11,枝江,5.67
2020/10/16/11,沙市,5.34
2020/10/16/11,监利,10.06
2020/10/16/11,城陵矶,12.29
2020/10/16/11,汉口,11.69
2020/10/16/11,黄石,11.11
2020/10/16/11,九江,10.27
2020/10/16/11,安庆,9.41
2020/10/16/11,芜湖,6.55
2020/10/16/11,南京,5.53
2020/10/16/11,镇江,4.71
2020/10/16/11,湘江长沙,32
2020/10/17/11,宜宾,6
2020/10/17/11,泸州(二郎滩),5.79
2020/10/17/11,北碚,5.34
2020/10/17/11,重庆,15.09
2020/10/17/11,寸滩,174.82
2020/10/17/11,涪陵(清溪场),172.65
2020/10/17/11,万州,172.1
2020/10/17/11,茅坪,171.6
2020/10/17/11,宜昌,5.79
2020/10/17/11,枝江,5.3
2020/10/17/11,沙市,5.08
2020/10/17/11,监利,9.9
2020/10/17/11,城陵矶,12.23
2020/10/17/11,汉口,11.66
2020/10/17/11,黄石,11.1
2020/10/17/11,九江,10.2
2020/10/17/11,安庆,9.33
2020/10/17/11,芜湖,6.45
2020/10/17/11,南京,5.46
2020/10/17/11,镇江,4.82
2020/10/17/11,湘江长沙,31.93
2020/10/18/11,宜宾,6
2020/10/18/11,泸州(二郎滩),5.8
2020/10/18/11,北碚,5.22
2020/10/18/11,重庆,15.22
2020/10/18/11,寸滩,175.03
2020/10/18/11,涪陵(清溪场),173
2020/10/18/11,万州,172.56
2020/10/18/11,茅坪,172.1
2020/10/18/11,宜昌,5.59
2020/10/18/11,枝江,4.99
2020/10/18/11,沙市,4.71
2020/10/18/11,监利,9.79
2020/10/18/11,城陵矶,12.21
2020/10/18/11,汉口,11.61
2020/10/18/11,黄石,11.09
2020/10/18/11,九江,10.21
2020/10/18/11,安庆,9.32
2020/10/18/11,芜湖,6.45
2020/10/18/11,南京,5.36
2020/10/18/11,镇江,4.95
2020/10/18/11,湘江长沙,31.79
2020/10/19/11,宜宾,5.9
2020/10/19/11,泸州(二郎滩),5.5
2020/10/19/11,北碚,5.18
2020/10/19/11,重庆,15.56
2020/10/19/11,寸滩,175.38
2020/10/19/11,涪陵(清溪场),173.52
2020/10/19/11,万州,173
2020/10/19/11,茅坪,172.69
2020/10/19/11,宜昌,4.56
2020/10/19/11,枝江,4.41
2020/10/19/11,沙市,4.22
2020/10/19/11,监利,9.64
2020/10/19/11,城陵矶,12.16
2020/10/19/11,汉口,11.6
2020/10/19/11,黄石,11.06
2020/10/19/11,九江,10.17
2020/10/19/11,安庆,9.3
2020/10/19/11,芜湖,6.46
2020/10/19/11,南京,5.01
2020/10/19/11,镇江,4.89
2020/10/19/11,湘江长沙,31.6
2020/10/20/11,宜宾,5.9
2020/10/20/11,泸州(二郎滩),5.5
2020/10/20/11,北碚,4.12
2020/10/20/11,重庆,15.6
2020/10/20/11,寸滩,175.47
2020/10/20/11,涪陵(清溪场),174
2020/10/20/11,万州,173.6
2020/10/20/11,茅坪,173.17
2020/10/20/11,宜昌,5.15
2020/10/20/11,枝江,4.19
2020/10/20/11,沙市,3.81
2020/10/20/11,监利,9.37
2020/10/20/11,城陵矶,12.06
2020/10/20/11,汉口,11.53
2020/10/20/11,黄石,10.99
2020/10/20/11,九江,10.11
2020/10/20/11,安庆,9.24
2020/10/20/11,芜湖,6.45
2020/10/20/11,南京,4.77
2020/10/20/11,镇江,4.62
2020/10/20/11,湘江长沙,31.91
2020/10/21/11,宜宾,6.19
2020/10/21/11,泸州(二郎滩),5.7
2020/10/21/11,北碚,3.86
2020/10/21/11,重庆,15.65
2020/10/21/11,寸滩,175.54
2020/10/21/11,涪陵(清溪场),174.06
2020/10/21/11,万州,173.82
2020/10/21/11,茅坪,173.42
2020/10/21/11,宜昌,5.18
2020/10/21/11,枝江,4.43
2020/10/21/11,沙市,4.03
2020/10/21/11,监利,9.3
2020/10/21/11,城陵矶,11.97
2020/10/21/11,汉口,11.43
2020/10/21/11,黄石,10.88
2020/10/21/11,九江,10.03
2020/10/21/11,安庆,9.19
2020/10/21/11,芜湖,6.43
2020/10/21/11,南京,4.76
2020/10/21/11,镇江,4.14
2020/10/21/11,湘江长沙,31.88
2020/10/22/11,宜宾,6.1
2020/10/22/11,泸州(二郎滩),5.6
2020/10/22/11,北碚,4.29
2020/10/22/11,重庆,15.78
2020/10/22/11,寸滩,175.68
2020/10/22/11,涪陵(清溪场),174.2
2020/10/22/11,万州,174.12
2020/10/22/11,茅坪,173.57
2020/10/22/11,宜昌,5.42
2020/10/22/11,枝江,4.57
2020/10/22/11,沙市,4.16
2020/10/22/11,监利,9.28
2020/10/22/11,城陵矶,11.83
2020/10/22/11,汉口,11.31
2020/10/22/11,黄石,10.78
2020/10/22/11,九江,9.97
2020/10/22/11,安庆,9.11
2020/10/22/11,芜湖,6.38
2020/10/22/11,南京,4.7
2020/10/22/11,镇江,3.65
2020/10/22/11,湘江长沙,31.55
2020/10/23/11,宜宾,6.12
2020/10/23/11,泸州(二郎滩),5.6
2020/10/23/11,北碚,4
2020/10/23/11,重庆,15.97
2020/10/23/11,寸滩,175.86
2020/10/23/11,涪陵(清溪场),174.4
2020/10/23/11,万州,174.28
2020/10/23/11,茅坪,173.68
2020/10/23/11,宜昌,5.11
2020/10/23/11,枝江,4.47
2020/10/23/11,沙市,4.13
2020/10/23/11,监利,9.26
2020/10/23/11,城陵矶,11.66
2020/10/23/11,汉口,11.14
2020/10/23/11,黄石,10.7
2020/10/23/11,九江,9.84
2020/10/23/11,安庆,9
2020/10/23/11,芜湖,6.32
2020/10/23/11,南京,4.71
2020/10/23/11,镇江,3.59
2020/10/23/11,湘江长沙,31.74
2020/10/24/11,宜宾,4.72
2020/10/24/11,泸州(二郎滩),5.31
2020/10/24/11,北碚,4.65
2020/10/24/11,重庆,15.78
2020/10/24/11,寸滩,175.71
2020/10/24/11,涪陵(清溪场),174.3
2020/10/24/11,万州,174.3
2020/10/24/11,茅坪,173.87
2020/10/24/11,宜昌,4.83
2020/10/24/11,枝江,3.76
2020/10/24/11,沙市,4.09
2020/10/24/11,监利,9.1
2020/10/24/11,城陵矶,11.51
2020/10/24/11,汉口,10.98
2020/10/24/11,黄石,10.57
2020/10/24/11,九江,9.73
2020/10/24/11,安庆,8.89
2020/10/24/11,芜湖,6.19
2020/10/24/11,南京,4.64
2020/10/24/11,镇江,3.49
2020/10/24/11,湘江长沙,31.83
2020/10/25/11,宜宾,4.76
2020/10/25/11,泸州(二郎滩),4.9
2020/10/25/11,北碚,3.82
2020/10/25/11,重庆,15.36
2020/10/25/11,寸滩,175.79
2020/10/25/11,涪陵(清溪场),174.6
2020/10/25/11,万州,174.36
2020/10/25/11,茅坪,174.22
2020/10/25/11,宜昌,3.88
2020/10/25/11,枝江,3.57
2020/10/25/11,沙市,3.47
2020/10/25/11,监利,8.8
2020/10/25/11,城陵矶,11.34
2020/10/25/11,汉口,10.83
2020/10/25/11,黄石,10.42
2020/10/25/11,九江,9.63
2020/10/25/11,安庆,8.77
2020/10/25/11,芜湖,6.06
2020/10/25/11,南京,4.52
2020/10/25/11,镇江,3.4
2020/10/25/11,湘江长沙,31.73
2020/10/26/11,宜宾,4.95
2020/10/26/11,泸州(二郎滩),4.56
2020/10/26/11,北碚,3.41
2020/10/26/11,重庆,15.73
2020/10/26/11,寸滩,175.71
2020/10/26/11,涪陵(清溪场),174.8
2020/10/26/11,万州,174.56
2020/10/26/11,茅坪,174.47
2020/10/26/11,宜昌,3.56
2020/10/26/11,枝江,3.07
2020/10/26/11,沙市,2.83
2020/10/26/11,监利,8.48
2020/10/26/11,城陵矶,11.07
2020/10/26/11,汉口,10.68
2020/10/26/11,黄石,10.18
2020/10/26/11,九江,9.51
2020/10/26/11,安庆,8.66
2020/10/26/11,芜湖,5.96
2020/10/26/11,南京,4.54
2020/10/26/11,镇江,3.52
2020/10/26/11,湘江长沙,31.83
2020/10/27/11,宜宾,4.9
2020/10/27/11,泸州(二郎滩),4.6
2020/10/27/11,北碚,2.28
2020/10/27/11,重庆,15.55
2020/10/27/11,寸滩,175.6
2020/10/27/11,涪陵(清溪场),174.9
2020/10/27/11,万州,175
2020/10/27/11,茅坪,174.64
2020/10/27/11,宜昌,3.62
2020/10/27/11,枝江,2.84
2020/10/27/11,沙市,2.53
2020/10/27/11,监利,8.13
2020/10/27/11,城陵矶,10.77
2020/10/27/11,汉口,10.46
2020/10/27/11,黄石,10.09
2020/10/27/11,九江,9.36
2020/10/27/11,安庆,8.57
2020/10/27/11,芜湖,5.93
2020/10/27/11,南京,4.63
2020/10/27/11,镇江,3.63
2020/10/27/11,湘江长沙,31.98
2020/10/28/11,宜宾,5
2020/10/28/11,泸州(二郎滩),4.5
2020/10/28/11,北碚,1.71
2020/10/28/11,重庆,15.58
2020/10/28/11,寸滩,175.62
2020/10/28/11,涪陵(清溪场),174.93
2020/10/28/11,万州,174.9
2020/10/28/11,茅坪,174.85
2020/10/28/11,宜昌,3.24
2020/10/28/11,枝江,2.94
2020/10/28/11,沙市,2.53
2020/10/28/11,监利,7.91
2020/10/28/11,城陵矶,10.47
2020/10/28/11,汉口,10.21
2020/10/28/11,黄石,9.87
2020/10/28/11,九江,9.18
2020/10/28/11,安庆,8.44
2020/10/28/11,芜湖,5.86
2020/10/28/11,南京,4.67
2020/10/28/11,镇江,3.78
2020/10/28/11,湘江长沙,31.99
2020/10/29/11,宜宾,4.6
2020/10/29/11,泸州(二郎滩),4
2020/10/29/11,北碚,3.64
2020/10/29/11,重庆,15.91
2020/10/29/11,寸滩,175.9
2020/10/29/11,涪陵(清溪场),175.1
2020/10/29/11,万州,174.95
2020/10/29/11,茅坪,174.69
2020/10/29/11,宜昌,4.52
2020/10/29/11,枝江,3.1
2020/10/29/11,沙市,2.26
2020/10/29/11,监利,7.63
2020/10/29/11,城陵矶,10.23
2020/10/29/11,汉口,9.95
2020/10/29/11,黄石,9.63
2020/10/29/11,九江,9.01
2020/10/29/11,安庆,8.32
2020/10/29/11,芜湖,5.75
2020/10/29/11,南京,4.7
2020/10/29/11,镇江,3.9
2020/10/29/11,湘江长沙,31.89
2020/10/30/11,宜宾,4.55
2020/10/30/11,泸州(二郎滩),4.4
2020/10/30/11,北碚,1.01
2020/10/30/11,重庆,15.3
2020/10/30/11,寸滩,175.39
2020/10/30/11,涪陵(清溪场),174.9
2020/10/30/11,万州,174.85
2020/10/30/11,茅坪,174.53
2020/10/30/11,宜昌,4.43
2020/10/30/11,枝江,3.3
2020/10/30/11,沙市,2.77
2020/10/30/11,监利,7.67
2020/10/30/11,城陵矶,9.99
2020/10/30/11,汉口,9.76
2020/10/30/11,黄石,9.5
2020/10/30/11,九江,8.9
2020/10/30/11,安庆,8.26
2020/10/30/11,芜湖,5.65
2020/10/30/11,南京,4.63
2020/10/30/11,镇江,3.94
2020/10/30/11,湘江长沙,31.84
2020/10/31/11,宜宾,4.8
2020/10/31/11,泸州(二郎滩),4.1
2020/10/31/11,北碚,3.12
2020/10/31/11,重庆,15.43
2020/10/31/11,寸滩,175.46
2020/10/31/11,涪陵(清溪场),174.72
2020/10/31/11,万州,174.97
2020/10/31/11,茅坪,174.4
2020/10/31/11,宜昌,3.59
2020/10/31/11,枝江,3.15
2020/10/31/11,沙市,2.81
2020/10/31/11,监利,7.68
2020/10/31/11,城陵矶,9.8
2020/10/31/11,汉口,9.54
2020/10/31/11,黄石,9.31
2020/10/31/11,九江,8.75
2020/10/31/11,安庆,8.15
2020/10/31/11,芜湖,5.56
2020/10/31/11,南京,4.62
2020/10/31/11,镇江,4.05
2020/10/31/11,湘江长沙,31.83
2020/11/01/11,宜宾,4.1
2020/11/01/11,泸州(二郎滩),3.97
2020/11/01/11,北碚,1.41
2020/11/01/11,重庆,15.18
2020/11/01/11,寸滩,175.23
2020/11/01/11,涪陵(清溪场),174.66
2020/11/01/11,万州,174.32
2020/11/01/11,茅坪,174.38
2020/11/01/11,宜昌,3.29
2020/11/01/11,枝江,2.78
2020/11/01/11,沙市,2.4
2020/11/01/11,监利,7.46
2020/11/01/11,城陵矶,9.59
2020/11/01/11,汉口,9.34
2020/11/01/11,黄石,9.12
2020/11/01/11,九江,8.57
2020/11/01/11,安庆,8.03
2020/11/01/11,芜湖,5.5
2020/11/01/11,南京,4.53
2020/11/01/11,镇江,4.06
2020/11/01/11,湘江长沙,31.86
2020/11/02/11,宜宾,5.1
2020/11/02/11,泸州(二郎滩),4.17
2020/11/02/11,北碚,2.98
2020/11/02/11,重庆,15.2
2020/11/02/11,寸滩,175.24
2020/11/02/11,涪陵(清溪场),174.6
2020/11/02/11,万州,174.28
2020/11/02/11,茅坪,174.33
2020/11/02/11,宜昌,3.43
2020/11/02/11,枝江,2.67
2020/11/02/11,沙市,2.25
2020/11/02/11,监利,7.22
2020/11/02/11,城陵矶,9.38
2020/11/02/11,汉口,9.15
2020/11/02/11,黄石,8.94
2020/11/02/11,九江,8.4
2020/11/02/11,安庆,7.88
2020/11/02/11,芜湖,5.43
2020/11/02/11,南京,4.38
2020/11/02/11,镇江,4.07
2020/11/02/11,湘江长沙,31.85
2020/11/03/11,宜宾,5
2020/11/03/11,泸州(二郎滩),4.3
2020/11/03/11,北碚,2.94
2020/11/03/11,重庆,15.24
2020/11/03/11,寸滩,175.28
2020/11/03/11,涪陵(清溪场),174.52
2020/11/03/11,万州,174.7
2020/11/03/11,茅坪,174.29
2020/11/03/11,宜昌,3.01
2020/11/03/11,枝江,2.58
2020/11/03/11,沙市,2.16
2020/11/03/11,监利,7.03
2020/11/03/11,城陵矶,9.16
2020/11/03/11,汉口,8.96
2020/11/03/11,黄石,8.79
2020/11/03/11,九江,8.21
2020/11/03/11,安庆,7.73
2020/11/03/11,芜湖,5.29
2020/11/03/11,南京,4.06
2020/11/03/11,镇江,3.88
2020/11/03/11,湘江长沙,31.81
2020/11/04/11,宜宾,4.95
2020/11/04/11,泸州(二郎滩),4.1
2020/11/04/11,北碚,1.76
2020/11/04/11,重庆,15.19
2020/11/04/11,寸滩,175.23
2020/11/04/11,涪陵(清溪场),174.6
2020/11/04/11,万州,174.8
2020/11/04/11,茅坪,174.35
2020/11/04/11,宜昌,2.85
2020/11/04/11,枝江,2.22
2020/11/04/11,沙市,1.7
2020/11/04/11,监利,6.77
2020/11/04/11,城陵矶,8.96
2020/11/04/11,汉口,8.75
2020/11/04/11,黄石,8.59
2020/11/04/11,九江,8.05
2020/11/04/11,安庆,7.56
2020/11/04/11,芜湖,5.18
2020/11/04/11,南京,3.9
2020/11/04/11,镇江,3.8
2020/11/04/11,湘江长沙,31.66
2020/11/05/11,宜宾,4.95
2020/11/05/11,泸州(二郎滩),4.35
2020/11/05/11,北碚,1.65
2020/11/05/11,重庆,15.17
2020/11/05/11,寸滩,175.22
2020/11/05/11,涪陵(清溪场),174.61
2020/11/05/11,万州,174.77
2020/11/05/11,茅坪,174.38
2020/11/05/11,宜昌,3.05
2020/11/05/11,枝江,2.3
2020/11/05/11,沙市,1.64
2020/11/05/11,监利,6.53
2020/11/05/11,城陵矶,8.72
2020/11/05/11,汉口,8.57
2020/11/05/11,黄石,8.43
2020/11/05/11,九江,7.91
2020/11/05/11,安庆,7.46
2020/11/05/11,芜湖,5.09
2020/11/05/11,南京,3.7
2020/11/05/11,镇江,3.43
2020/11/05/11,湘江长沙,31.46
2020/11/06/11,宜宾,4.8
2020/11/06/11,泸州(二郎滩),4.6
2020/11/06/11,北碚,1.71
2020/11/06/11,重庆,15.23
2020/11/06/11,寸滩,175.26
2020/11/06/11,涪陵(清溪场),174.64
2020/11/06/11,万州,174.81
2020/11/06/11,茅坪,174.39
2020/11/06/11,宜昌,3.15
2020/11/06/11,枝江,2.3
2020/11/06/11,沙市,1.67
2020/11/06/11,监利,6.4
2020/11/06/11,城陵矶,8.47
2020/11/06/11,汉口,8.34
2020/11/06/11,黄石,8.28
2020/11/06/11,九江,7.75
2020/11/06/11,安庆,7.34
2020/11/06/11,芜湖,5.07
2020/11/06/11,南京,3.67
2020/11/06/11,镇江,3.21
2020/11/06/11,湘江长沙,31.35
2020/11/07/11,宜宾,4.05
2020/11/07/11,泸州(二郎滩),4.55
2020/11/07/11,北碚,1.3
2020/11/07/11,重庆,15.25
2020/11/07/11,寸滩,175.29
2020/11/07/11,涪陵(清溪场),174.58
2020/11/07/11,万州,174.76
2020/11/07/11,茅坪,174.38
2020/11/07/11,宜昌,3.26
2020/11/07/11,枝江,2.34
2020/11/07/11,沙市,1.69
2020/11/07/11,监利,6.27
2020/11/07/11,城陵矶,8.21
2020/11/07/11,汉口,8.08
2020/11/07/11,黄石,8.01
2020/11/07/11,九江,7.54
2020/11/07/11,安庆,7.16
2020/11/07/11,芜湖,4.91
2020/11/07/11,南京,3.55
2020/11/07/11,镇江,2.82
2020/11/07/11,湘江长沙,31.36
2020/11/08/11,宜宾,4.55
2020/11/08/11,泸州(二郎滩),4
2020/11/08/11,北碚,1.68
2020/11/08/11,重庆,15.12
2020/11/08/11,寸滩,175.18
2020/11/08/11,涪陵(清溪场),174.61
2020/11/08/11,万州,174.73
2020/11/08/11,茅坪,174.36
2020/11/08/11,宜昌,3.1
2020/11/08/11,枝江,2.22
2020/11/08/11,沙市,1.57
2020/11/08/11,监利,6.14
2020/11/08/11,城陵矶,8
2020/11/08/11,汉口,7.88
2020/11/08/11,黄石,7.79
2020/11/08/11,九江,7.34
2020/11/08/11,安庆,6.95
2020/11/08/11,芜湖,4.77
2020/11/08/11,南京,3.47
2020/11/08/11,镇江,2.64
2020/11/08/11,湘江长沙,31.16
2020/11/09/11,宜宾,4.18
2020/11/09/11,泸州(二郎滩),3.9
2020/11/09/11,北碚,1.89
2020/11/09/11,重庆,14.8
2020/11/09/11,寸滩,174.96
2020/11/09/11,涪陵(清溪场),174.5
2020/11/09/11,万州,174.7
2020/11/09/11,茅坪,174.19
2020/11/09/11,宜昌,3.25
2020/11/09/11,枝江,2.27
2020/11/09/11,沙市,1.55
2020/11/09/11,监利,5.99
2020/11/09/11,城陵矶,7.78
2020/11/09/11,汉口,7.65
2020/11/09/11,黄石,7.57
2020/11/09/11,九江,7.14
2020/11/09/11,安庆,6.75
2020/11/09/11,芜湖,4.64
2020/11/09/11,南京,3.44
2020/11/09/11,镇江,2.65
2020/11/09/11,湘江长沙,30.97
2020/11/10/11,宜宾,4.02
2020/11/10/11,泸州(二郎滩),3.9
2020/11/10/11,北碚,1.56
2020/11/10/11,重庆,14.72
2020/11/10/11,寸滩,174.79
2020/11/10/11,涪陵(清溪场),174.32
2020/11/10/11,万州,174.65
2020/11/10/11,茅坪,174.15
2020/11/10/11,宜昌,3.01
2020/11/10/11,枝江,2.27
2020/11/10/11,沙市,1.61
2020/11/10/11,监利,5.9
2020/11/10/11,城陵矶,7.59
2020/11/10/11,汉口,7.42
2020/11/10/11,黄石,7.36
2020/11/10/11,九江,6.93
2020/11/10/11,安庆,6.55
2020/11/10/11,芜湖,4.46
2020/11/10/11,南京,3.27
2020/11/10/11,镇江,2.5
2020/11/10/11,湘江长沙,30.91
